ID,Name,Sprite,Shiny Sprite,Hidden Ability
448,Lucario,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0448_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0448_000_mf_n_00000000_f_r.png""",
448_mega,Mega Lucario,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0448_001_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0448_001_mf_n_00000000_f_r.png""",
449,Hippopotas,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0449_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0449_000_md_n_00000000_f_r.png""",
449_m,Hippopotas ♂,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0449_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0449_000_md_n_00000000_f_r.png""",
449_w,Hippopotas ♀,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0449_000_fd_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0449_000_fd_n_00000000_f_r.png""",
450,Hippowdon,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0450_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0450_000_md_n_00000000_f_r.png""",
450_m,Hippowdon ♂,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0450_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0450_000_md_n_00000000_f_r.png""",
450_w,Hippowdon ♀,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0450_000_fd_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0450_000_fd_n_00000000_f_r.png""",
451,Skorupi,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0451_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0451_000_mf_n_00000000_f_r.png""",
452,Drapion,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0452_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0452_000_mf_n_00000000_f_r.png""",
453,Croagunk,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0453_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0453_000_md_n_00000000_f_r.png""",
453_m,Croagunk ♂,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0453_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0453_000_md_n_00000000_f_r.png""",
453_w,Croagunk ♀,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0453_000_fd_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0453_000_fd_n_00000000_f_r.png""",
454,Toxicroak,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0454_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0454_000_md_n_00000000_f_r.png""",
454_m,Toxicroak ♂,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0454_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0454_000_md_n_00000000_f_r.png""",
454_w,Toxicroak ♀,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0454_000_fd_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0454_000_fd_n_00000000_f_r.png""",
455,Carnivine,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0455_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0455_000_mf_n_00000000_f_r.png""",
456,Fineon,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0456_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0456_000_md_n_00000000_f_r.png""",
456_m,Fineon ♂,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0456_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0456_000_md_n_00000000_f_r.png""",
456_w,Fineon ♀,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0456_000_fd_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0456_000_fd_n_00000000_f_r.png""",
457,Lumineon,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0457_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0457_000_md_n_00000000_f_r.png""",
457_m,Lumineon ♂,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0457_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0457_000_md_n_00000000_f_r.png""",
457_w,Lumineon ♀,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0457_000_fd_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0457_000_fd_n_00000000_f_r.png""",
458,Mantyke,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0458_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0458_000_mf_n_00000000_f_r.png""",
459,Snover,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0459_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0459_000_md_n_00000000_f_r.png""",
459_m,Snover ♂,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0459_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0459_000_md_n_00000000_f_r.png""",
459_w,Snover ♀,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0459_000_fd_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0459_000_fd_n_00000000_f_r.png""",
460,Abomasnow,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0460_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0460_000_md_n_00000000_f_r.png""",
460_m,Abomasnow ♂,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0460_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0460_000_md_n_00000000_f_r.png""",
460_w,Abomasnow ♀,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0460_000_fd_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0460_000_fd_n_00000000_f_r.png""",
460_mega,Mega Abomasnow,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0460_001_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0460_001_mf_n_00000000_f_r.png""",
461,Weavile,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0461_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0461_000_md_n_00000000_f_r.png""",
461_m,Weavile ♂,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0461_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0461_000_md_n_00000000_f_r.png""",
461_w,Weavile ♀,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0461_000_fd_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0461_000_fd_n_00000000_f_r.png""",
462,Magnezone,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0462_000_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0462_000_uk_n_00000000_f_r.png""",
463,Lickilicky,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0463_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0463_000_mf_n_00000000_f_r.png""",
464,Rhyperior,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0464_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0464_000_md_n_00000000_f_r.png""",
464_m,Rhyperior ♂,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0464_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0464_000_md_n_00000000_f_r.png""",
464_w,Rhyperior ♀,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0464_000_fd_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0464_000_fd_n_00000000_f_r.png""",
465,Tangrowth,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0465_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0465_000_md_n_00000000_f_r.png""",
465_m,Tangrowth ♂,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0465_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0465_000_md_n_00000000_f_r.png""",
465_w,Tangrowth ♀,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0465_000_fd_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0465_000_fd_n_00000000_f_r.png""",
466,Electivire,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0466_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0466_000_mf_n_00000000_f_r.png""",
467,Magmortar,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0467_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0467_000_mf_n_00000000_f_r.png""",
468,Togekiss,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0468_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0468_000_mf_n_00000000_f_r.png""",
469,Yanmgea,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0469_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0469_000_mf_n_00000000_f_r.png""",
470,Leafeon,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0470_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0470_000_mf_n_00000000_f_r.png""",
471,Glaceon,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0471_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0471_000_mf_n_00000000_f_r.png""",
472,Gliscor,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0472_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0472_000_mf_n_00000000_f_r.png""",
473,Mamoswine,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0473_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0473_000_md_n_00000000_f_r.png""",
473_m,Mamoswine ♂,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0473_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0473_000_md_n_00000000_f_r.png""",
473_w,Mamoswine ♀,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0473_000_fd_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0473_000_fd_n_00000000_f_r.png""",
474,Porygon-Z,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0474_000_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0474_000_uk_n_00000000_f_r.png""",
475,Gallade,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0475_000_mo_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0475_000_mo_n_00000000_f_r.png""",
475_mega,Mega Gallade,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0475_001_mo_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0475_001_mo_n_00000000_f_r.png""",
476,Probopass,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0476_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0476_000_mf_n_00000000_f_r.png""",
477,Dusknoir,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0477_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0477_000_mf_n_00000000_f_r.png""",
478,Froslass,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0478_000_fo_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0478_000_fo_n_00000000_f_r.png""",
479,Rotom,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0479_000_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0479_000_uk_n_00000000_f_r.png""",
479_normal,Rotom Normal,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0479_000_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0479_000_uk_n_00000000_f_r.png""",
479_hitze,Rotom Heat,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0479_001_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0479_001_uk_n_00000000_f_r.png""",
479_wasch,Rotom Wasch,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0479_002_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0479_002_uk_n_00000000_f_r.png""",
479_schneide,Rotom Mow,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0479_005_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0479_005_uk_n_00000000_f_r.png""",
479_frost,Rotom Frost,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0479_003_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0479_003_uk_n_00000000_f_r.png""",
479_wirbel,Rotom Fan,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0479_004_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0479_004_uk_n_00000000_f_r.png""",
480,Uxie,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0480_000_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0480_000_uk_n_00000000_f_r.png""",
481,Mesprit,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0481_000_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0481_000_uk_n_00000000_f_r.png""",
482,Azelf,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0482_000_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0482_000_uk_n_00000000_f_r.png""",
483,Dialga,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0483_000_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0483_000_uk_n_00000000_f_r.png""",
483_normal,Dialga Normal,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0483_000_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0483_000_uk_n_00000000_f_r.png""",
483_urform,Dialga Origin,"""https://www.pokewiki.de/images/5/5d/Pokémonsprite_483a_HOME.png""","""https://www.pokewiki.de/images/1/13/Pokémonsprite_483a_Schillernd_HOME.png""",
484,Palkia,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0484_000_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0484_000_uk_n_00000000_f_r.png""",
484_normal,Palkia Normal,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0484_000_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0484_000_uk_n_00000000_f_r.png""",
484_urform,Palkia Origin,"""https://www.pokewiki.de/images/4/47/Pokémonsprite_484a_HOME.png""","""https://www.pokewiki.de/images/5/58/Pokémonsprite_484a_Schillernd_HOME.png""",
485,Heatran,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0485_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0485_000_mf_n_00000000_f_r.png""",
486,Regigigas,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0486_000_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0486_000_uk_n_00000000_f_r.png""",
487,Giratina,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0487_000_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0487_000_uk_n_00000000_f_r.png""",
487_wandelform,Giratina Altrered,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0487_000_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0487_000_uk_n_00000000_f_r.png""",
487_urform,Giratina Origin,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0487_001_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0487_001_uk_n_00000000_f_r.png""",
488,Cresselia,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0488_000_fo_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0488_000_fo_n_00000000_f_r.png""",
489,Phione,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0489_000_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0489_000_uk_n_00000000_f_r.png""",
490,Manaphy,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0490_000_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0490_000_uk_n_00000000_f_r.png""",
491,Darkrai,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0491_000_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0491_000_uk_n_00000000_f_r.png""",
492,Shaymin,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0492_000_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0492_000_uk_n_00000000_f_r.png""",
492_land,Shaymin Land,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0492_000_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0492_000_uk_n_00000000_f_r.png""",
492_zenit,Shaymin Sky,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0492_001_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0492_001_uk_n_00000000_f_r.png""",
493,Arceus,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_000_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_000_uk_n_00000000_f_r.png""",
493_normal,Arceus Normal,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_000_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_000_uk_n_00000000_f_r.png""",
493_feuer,Arceus Fire,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_009_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_009_uk_n_00000000_f_r.png""",
493_wasser,Arceus Water,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_010_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_010_uk_n_00000000_f_r.png""",
493_elektro,Arceus Electric,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_012_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_012_uk_n_00000000_f_r.png""",
493_pflanze,Arceus Grass,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_011_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_011_uk_n_00000000_f_r.png""",
493_eis,Arceus Ice,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_014_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_014_uk_n_00000000_f_r.png""",
493_kampf,Arceus Fighting,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_001_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_001_uk_n_00000000_f_r.png""",
493_gift,Arceus Poison,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_003_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_003_uk_n_00000000_f_r.png""",
493_boden,Arceus Ground,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_004_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_004_uk_n_00000000_f_r.png""",
493_flug,Arceus Flying,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_002_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_002_uk_n_00000000_f_r.png""",
493_psycho,Arceus Psychic,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_013_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_013_uk_n_00000000_f_r.png""",
493_käfer,Arceus Bug,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_006_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_006_uk_n_00000000_f_r.png""",
493_gestein,Arceus Rock,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_005_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_005_uk_n_00000000_f_r.png""",
493_geist,Arceus Ghost,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_007_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_007_uk_n_00000000_f_r.png""",
493_drache,Arceus Dragon,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_015_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_015_uk_n_00000000_f_r.png""",
493_unlicht,Arceus Dark,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_016_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_016_uk_n_00000000_f_r.png""",
493_stahl,Arceus Steel,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_008_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_008_uk_n_00000000_f_r.png""",
493_fee, Arceus Fairy,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_017_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0493_017_uk_n_00000000_f_r.png""",
494,Victini,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0494_000_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0494_000_uk_n_00000000_f_r.png""",
495,Snivy,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0495_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0495_000_mf_n_00000000_f_r.png""",
496,Servine,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0496_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0496_000_mf_n_00000000_f_r.png""",
497,Serperior,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0497_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0497_000_mf_n_00000000_f_r.png""",
498,Tepig,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0498_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0498_000_mf_n_00000000_f_r.png""",
499,Pignite,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0499_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0499_000_mf_n_00000000_f_r.png""",
500,Emboar,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0500_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0500_000_mf_n_00000000_f_r.png""",
501,Oshawott,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0501_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0501_000_mf_n_00000000_f_r.png""",
502,Dewott,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0502_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0502_000_mf_n_00000000_f_r.png""",
503,Samurott,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0503_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0503_000_mf_n_00000000_f_r.png""",
503_hisui,Hisuian Samurott,"""https://www.pokewiki.de/images/3/32/Pokémonsprite_503a_HOME.png""","""https://www.pokewiki.de/images/1/18/Pokémonsprite_503a_Schillernd_HOME.png""",
504,Patrat,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0504_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0504_000_mf_n_00000000_f_r.png""",
505,Watchog,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0505_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0505_000_mf_n_00000000_f_r.png""",
506,Lillipup,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0506_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0506_000_mf_n_00000000_f_r.png""",
507,Herdier,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0507_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0507_000_mf_n_00000000_f_r.png""",
